0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
350,0.0,0.0,0.0,0.0,0.0024436018297459695,0.0,0.006111163019151405,0.00412974766419928,0.0,0.0,0.0,0.0009356163274624383,0.00022625148356168292,0.0018777675352295564,0.0018777675352295564,0.0,0.0,0.001357291445478009,0.0,0.0,0.0012096801118717552,0.002459842123144855,0.0001289390710045619,0.0004743964150204777,0.0,0.0,0.0,0.0
351,0.0017049455985171248,0.0008671690654515481,0.0,0.0,0.0028913165074458316,0.001109853516079588,0.0030555815095757023,0.004471474057783695,0.001226709196912304,0.00025001172982307607,0.0,0.0004678081637312191,0.0013271709271969803,0.0009388837676147782,0.0009388837676147782,2.3604792463157395e-05,0.0,0.0013020851640331065,0.0,0.0002997343056587434,0.0023463242920007325,0.001469306385659296,8.280651167984116e-05,0.0009093376476552247,0.0,0.0,0.0,0.001216249833791707
352,0.0034098911970342496,0.0017343381309030963,0.0,0.0,0.0033390311851456945,0.002219707032159176,0.0,0.004813200451368109,0.002453418393824608,0.0005000234596461521,0.0,0.0,0.0024280903708322776,0.0,0.0,4.720958492631479e-05,0.0,0.0012468788825882042,0.0,0.0005994686113174868,0.00348296847212971,0.0004787706481737368,3.667395235512041e-05,0.0013442788802899717,0.0,0.0,0.0,0.002432499667583414
353,0.0017049455985171248,0.0013766789314537957,0.0007140721972923712,0.0,0.0025948139585961994,0.003423455133391375,0.0002338184784996192,0.0024066002256840544,0.003464900307117559,0.0004240536313577283,0.0011618505633031965,0.0018569313034271482,0.0017585236555905867,0.0,0.0,9.404266444999996e-05,0.0,0.0006234394412941021,0.000422122342606446,0.0002997343056587434,0.0023262472709376755,0.000897856044035831,0.0006031042347052143,0.0013869463800210658,0.00040759142614858263,0.0008451636249578472,0.0,0.0012880484503627922
354,0.0,0.001019019732004495,0.0014281443945847424,0.0,0.0018505967320467046,0.004627203234623573,0.0004676369569992384,0.0,0.00447638222041051,0.0003480838030693045,0.002323701126606393,0.0037138626068542965,0.0010889569403488958,0.0,0.0,0.00014087574397368512,0.0,0.0,0.000844244685212892,0.0,0.001169526069745641,0.0013169414398979252,0.0011695345170553081,0.0014296138797521597,0.0008151828522971653,0.0016903272499156944,0.0,0.00014359723314216993
355,0.0,0.0010937357359926826,0.0014525243166463766,0.0004363466961933024,0.0009252983660233523,0.004316345781215674,0.0008113751567027781,0.0008223226871143921,0.0032032883631617913,0.00017404190153465224,0.0011618505633031965,0.0024850252583197624,0.001802708271169255,0.0,0.0,0.00043066754523429334,0.00026268134876962566,0.0006932327385374715,0.0011821380440575693,0.0002779796502965842,0.0005847630348728205,0.0006584707199489626,0.0015107967215290644,0.0007148069398760799,0.0011059874438262185,0.0012269716534580356,0.0003066398430581886,0.0006426046821523713
356,0.0,0.0011684517399808705,0.001476904238708011,0.0008726933923866048,0.0,0.004005488327807774,0.0011551133564063178,0.0016446453742287842,0.0019301945059130724,0.0,0.0,0.0012561879097852282,0.0025164596019896144,0.0,0.0,0.0007204593464949015,0.0005253626975392513,0.001386465477074943,0.0015200314029022468,0.0005559593005931684,0.0,0.0,0.0018520589260028208,0.0,0.0013967920353552719,0.0007636160570003771,0.0006132796861163772,0.0011416121311625727
357,0.0014526433754683352,0.0005842258699904352,0.0007384521193540055,0.0007817292371557224,0.0,0.002002744163903887,0.0009485154113968922,0.0008223226871143921,0.0025053825094229413,8.359356163044563e-05,0.00018138906998265924,0.0009397818827319775,0.0026018075112466837,0.0011180152125235007,0.0011180152125235007,0.00036022967324745073,0.00026268134876962566,0.0006932327385374715,0.0007600157014511234,0.0011208275559295615,0.0,0.0003313849859685352,0.0013253753035161872,0.0007044132141839148,0.0007063967717077273,0.0010875933678984896,0.0007692246868551872,0.001162344776153598
358,0.0029052867509366705,0.0,0.0,0.0006907650819248398,0.0,0.0,0.0007419174663874664,0.0,0.0030805705129328103,0.00016718712326089125,0.0003627781399653185,0.0006233758556787268,0.002687155420503753,0.0022360304250470015,0.0022360304250470015,0.0,0.0,0.0,0.0,0.0016856958112659549,0.0,0.0006627699719370704,0.0007986916810295534,0.0014088264283678297,1.600150806018278e-05,0.0014115706787966018,0.0009251696875939972,0.0011830774211446236
359,0.0014526433754683352,0.0,0.0,0.0003453825409624199,0.0,0.00028181869327078624,0.00037448876889241276,0.0,0.0015402852564664051,0.0002562865335114535,0.0006696941779566605,0.0018033134291328614,0.0013435777102518765,0.0011180152125235007,0.0011180152125235007,0.0,0.0,0.0,0.0007242294562025505,0.0010448251681568648,0.0002901598817743808,0.0003313849859685352,0.0007508766262555271,0.0012724554271391364,0.00063660200519838,0.0007057853393983009,0.0015386473286815904,0.0006182369591732738
360,0.0,0.0,0.0,0.0,0.0,0.0005636373865415725,7.060071397359031e-06,0.0,0.0,0.00034538594376201567,0.0009766102159480023,0.002983251002586996,0.0,0.0,0.0,0.0,0.0,0.0,0.001448458912405101,0.0004039545250477747,0.0005803197635487616,0.0,0.0007030615714815007,0.0011360844259104429,0.0012572025023365773,0.0,0.0021521249697691834,5.339649720192397e-05
361,0.0036917219001462017,0.0,0.0039900214392648925,0.0,0.00042060637050320447,0.002917985939622675,3.5300356986795154e-06,0.0003606376177528558,0.0003067859239938737,0.0018863158580690268,0.0004883051079740011,0.0042030969542089,0.0032589873979518708,0.0,0.0,0.0,0.0,0.0018027423300794577,0.0009415489720656209,0.0017265949606472507,0.0006120972589471192,0.0,0.00037684972245020064,0.0005680422129552214,0.0022712638595216426,0.0006249163675818112,0.0010760624848845917,9.81125994357597e-05
362,0.0073834438002924035,0.0,0.007980042878529785,0.0,0.0008412127410064089,0.005272334492703777,0.0,0.0007212752355057116,0.0006135718479877474,0.003427245772376038,0.0,0.0054229429058308045,0.0065179747959037415,0.0,0.0,0.0,0.0,0.0036054846601589153,0.00043463903172614066,0.0030492353962467264,0.0006438747543454768,0.0,5.0637873418900555e-05,0.0,0.0032853252167067072,0.0012498327351636225,0.0,0.00014282870166959543
363,0.0036917219001462017,0.0,0.0039900214392648925,0.0,0.00042060637050320447,0.004793520871666845,9.43275208659571e-05,0.0003606376177528558,0.0003242686232157549,0.001713622886188019,0.0010020143771112499,0.005232685063637938,0.0034462098275519167,0.0009574730177740969,0.0009574730177740969,0.0009238618923377944,0.0,0.0024667119596830504,0.0010151094533870316,0.0015246176981233632,0.000994624253692534,0.0005476411260826663,2.5318936709450278e-05,0.0,0.0016799075143354664,0.0006249163675818112,0.0006988960445670696,0.0009123380917003255
364,0.0,0.0,0.0,0.0,0.0,0.004314707250629914,0.0001886550417319142,0.0,3.496539844376235e-05,0.0,0.0020040287542224997,0.005042427221445071,0.000374444859200092,0.0019149460355481938,0.0019149460355481938,0.0018477237846755887,0.0,0.0013279392592071859,0.0015955798750479225,0.0,0.0013453737530395907,0.0010952822521653326,0.0,0.0,7.448981196422544e-05,0.0,0.0013977920891341392,0.0016818474817310552
365,0.0,0.0014507131815803534,0.00118521183704613,0.0007353892346093236,0.0,0.002157353625314957,0.0007292096037216882,0.0014868810994631333,0.0028260144508932194,0.00014535238343488355,0.0010020143771112499,0.0025212136107225355,0.000187222429600046,0.0010006515976421864,0.0010006515976421864,0.0009238618923377944,0.0010473074613528666,0.0006639696296035929,0.0007977899375239613,0.0012056057036378123,0.0006726868765197954,0.0005476411260826663,0.0007251038889810711,0.0009772964475400795,0.00011582473671271253,0.0,0.0006988960445670696,0.000936405917583685
366,0.0,0.0029014263631607067,0.00237042367409226,0.0014707784692186473,0.0,0.0,0.0012697641657114622,0.0029737621989262665,0.005617063503342677,0.0002907047668697671,0.0,0.0,0.0,8.63571597361791e-05,8.63571597361791e-05,0.0,0.0020946149227057333,0.0,0.0,0.0024112114072756246,0.0,0.0,0.0014502077779621422,0.001954592895080159,0.00015715966146119962,0.0,0.0,0.00019096435343631473
367,0.00026448518422331717,0.001731543490409182,0.00118521183704613,0.0007353892346093236,0.0,0.0005964815357950726,0.0013431631389130602,0.0014868810994631333,0.0028085317516713384,0.00014535238343488355,4.983368605742457e-05,0.000640752962334412,0.0010892308893013648,0.0011370142945938,0.0011370142945938,0.0,0.0013286119633315896,0.0,0.0,0.001730550081644876,0.0016428634830458772,0.0,0.001461459792821449,0.0009772964475400795,0.0005028391188970449,0.0,0.0005340101084807953,0.0012931886143162812
368,0.0005289703684466343,0.0005616606176576572,0.0,0.0,0.0,0.0011929630715901453,0.0014165621121146582,0.0,0.0,0.0,9.966737211484914e-05,0.001281505924668824,0.0021784617786027296,0.002187671429451421,0.002187671429451421,0.0,0.000562609003957446,0.0,0.0,0.001049888756014128,0.0032857269660917544,0.0,0.0014727118076807554,0.0,0.0008485185763328903,0.0,0.0010680202169615907,0.002395412875196248
