x,y,z,w
350,0.07825911724473526,0.07825911724473526,0.07825911724473526
351,0.08064110219504789,0.08064110219504789,0.08064110219504789
352,0.0830230871453605,0.0830230871453605,0.0830230871453605
353,0.08540507209567315,0.08540507209567315,0.08540507209567315
354,0.08778705704598577,0.08778705704598577,0.08778705704598577
355,0.0901690419962984,0.0901690419962984,0.0901690419962984
356,0.09255102694661102,0.09255102694661102,0.09255102694661102
357,0.09493301189692364,0.09493301189692364,0.09493301189692364
358,0.0973149968472363,0.0973149968472363,0.0973149968472363
359,0.10139524884545699,0.10139524884545699,0.10139524884545699
360,0.10553725600905617,0.10553725600905617,0.10553725600905617
361,0.10967926317265536,0.10967926317265536,0.10967926317265536
362,0.11382127033625455,0.11382127033625455,0.11382127033625455
363,0.1179632774998537,0.1179632774998537,0.1179632774998537
364,0.1221052846634529,0.1221052846634529,0.1221052846634529
365,0.12624729182705208,0.12624729182705208,0.12624729182705208
366,0.13038929899065127,0.13038929899065127,0.13038929899065127
367,0.13374381171453695,0.13374381171453695,0.13374381171453695
368,0.13703889089580276,0.13703889089580276,0.13703889089580276
369,0.1403339700770686,0.1403339700770686,0.1403339700770686
370,0.14362904925833436,0.14362904925833436,0.14362904925833436
371,0.1469241284396002,0.1469241284396002,0.1469241284396002
372,0.15021920762086596,0.15021920762086596,0.15021920762086596
373,0.1535142868021318,0.1535142868021318,0.1535142868021318
374,0.1568093659833976,0.1568093659833976,0.1568093659833976
375,0.16172656298608976,0.16172656298608976,0.16172656298608976
376,0.16683459737953796,0.16683459737953796,0.16683459737953796
377,0.17194263177298616,0.17194263177298616,0.17194263177298616
378,0.17705066616643433,0.17705066616643433,0.17705066616643433
379,0.18215870055988254,0.18215870055988254,0.18215870055988254
380,0.18726673495333074,0.18726673495333074,0.18726673495333074
381,0.1923747693467789,0.1923747693467789,0.1923747693467789
382,0.19748280374022714,0.19748280374022714,0.19748280374022714
383,0.20401283207331128,0.20401283207331128,0.20401283207331128
384,0.21077502268225434,0.21077502268225434,0.21077502268225434
385,0.2175372132911974,0.2175372132911974,0.2175372132911974
386,0.2242994039001405,0.2242994039001405,0.2242994039001405
387,0.2310615945090836,0.2310615945090836,0.2310615945090836
388,0.23782378511802668,0.23782378511802668,0.23782378511802668
389,0.24458597572696972,0.24458597572696972,0.24458597572696972
390,0.25134816633591284,0.25134816633591284,0.25134816633591284
391,0.25706284075618047,0.25706284075618047,0.25706284075618047
392,0.2625546393916234,0.2625546393916234,0.2625546393916234
393,0.26804643802706646,0.26804643802706646,0.26804643802706646
394,0.2735382366625095,0.2735382366625095,0.2735382366625095
395,0.2790300352979525,0.2790300352979525,0.2790300352979525
396,0.2845218339333955,0.2845218339333955,0.2845218339333955
397,0.29001363256883844,0.29001363256883844,0.29001363256883844
398,0.29550543120428147,0.29550543120428147,0.29550543120428147
399,0.2995450548042269,0.2995450548042269,0.2995450548042269
400,0.30319743172803953,0.30319743172803953,0.30319743172803953
401,0.3068498086518523,0.3068498086518523,0.3068498086518523
402,0.31050218557566495,0.31050218557566495,0.31050218557566495
403,0.3141545624994777,0.3141545624994777,0.3141545624994777
404,0.3178069394232904,0.3178069394232904,0.3178069394232904
405,0.32145931634710306,0.32145931634710306,0.32145931634710306
406,0.32511169327091577,0.32511169327091577,0.32511169327091577
407,0.32890383188479555,0.32890383188479555,0.32890383188479555
408,0.3327414743047437,0.3327414743047437,0.3327414743047437
409,0.3365791167246918,0.3365791167246918,0.3365791167246918
410,0.3404167591446399,0.3404167591446399,0.3404167591446399
411,0.34425440156458803,0.34425440156458803,0.34425440156458803
412,0.3480920439845362,0.3480920439845362,0.3480920439845362
413,0.3519296864044843,0.3519296864044843,0.3519296864044843
414,0.3557673288244324,0.3557673288244324,0.3557673288244324
415,0.35908144531231867,0.35908144531231867,0.35908144531231867
416,0.36219125899744903,0.36219125899744903,0.36219125899744903
417,0.3653010726825794,0.3653010726825794,0.3653010726825794
418,0.36841088636770974,0.36841088636770974,0.36841088636770974
419,0.3715207000528402,0.3715207000528402,0.3715207000528402
420,0.37463051373797057,0.37463051373797057,0.37463051373797057
421,0.37774032742310093,0.37774032742310093,0.37774032742310093
422,0.3808501411082313,0.3808501411082313,0.3808501411082313
423,0.38495593095679653,0.38495593095679653,0.38495593095679653
424,0.38952140211156244,0.38952140211156244,0.38952140211156244
425,0.39408687326632824,0.39408687326632824,0.39408687326632824
426,0.3986523444210941,0.3986523444210941,0.3986523444210941
427,0.40321781557585995,0.40321781557585995,0.40321781557585995
428,0.4077832867306258,0.4077832867306258,0.4077832867306258
429,0.4123487578853917,0.4123487578853917,0.4123487578853917
430,0.41691422904015757,0.41691422904015757,0.41691422904015757
431,0.42041453967328263,0.42041453967328263,0.42041453967328263
432,0.4233390878622777,0.4233390878622777,0.4233390878622777
433,0.4262636360512726,0.4262636360512726,0.4262636360512726
434,0.42918818424026756,0.42918818424026756,0.42918818424026756
435,0.43211273242926246,0.43211273242926246,0.43211273242926246
436,0.4350372806182574,0.4350372806182574,0.4350372806182574
437,0.4379618288072524,0.4379618288072524,0.4379618288072524
438,0.44088637699624733,0.44088637699624733,0.44088637699624733
439,0.4496451631775772,0.4496451631775772,0.4496451631775772
440,0.4620711846683749,0.4620711846683749,0.4620711846683749
441,0.4744972061591724,0.4744972061591724,0.4744972061591724
442,0.4869232276499699,0.4869232276499699,0.4869232276499699
443,0.49934924914076745,0.49934924914076745,0.49934924914076745
444,0.511775270631565,0.511775270631565,0.511775270631565
445,0.5242012921223625,0.5242012921223625,0.5242012921223625
446,0.5366273136131601,0.5366273136131601,0.5366273136131601
447,0.5464101675933037,0.5464101675933037,0.5464101675933037
448,0.5542707179293354,0.5542707179293354,0.5542707179293354
449,0.5621312682653672,0.5621312682653672,0.5621312682653672
450,0.5699918186013989,0.5699918186013989,0.5699918186013989
451,0.5778523689374305,0.5778523689374305,0.5778523689374305
452,0.5857129192734621,0.5857129192734621,0.5857129192734621
453,0.5935734696094938,0.5935734696094938,0.5935734696094938
454,0.6014340199455255,0.6014340199455255,0.6014340199455255
455,0.6102877604976817,0.6102877604976817,0.6102877604976817
456,0.6199744992956197,0.6199744992956197,0.6199744992956197
457,0.6296612380935578,0.6296612380935578,0.6296612380935578
458,0.6393479768914958,0.6393479768914958,0.6393479768914958
459,0.6490347156894338,0.6490347156894338,0.6490347156894338
460,0.6587214544873718,0.6587214544873718,0.6587214544873718
461,0.6684081932853098,0.6684081932853098,0.6684081932853098
462,0.6780949320832478,0.6780949320832478,0.6780949320832478
463,0.6864822586232033,0.6864822586232033,0.6864822586232033
464,0.6936149802244174,0.6936149802244174,0.6936149802244174
465,0.7007477018256312,0.7007477018256312,0.7007477018256312
466,0.7078804234268453,0.7078804234268453,0.7078804234268453
467,0.7150131450280591,0.7150131450280591,0.7150131450280591
468,0.7221458666292732,0.7221458666292732,0.7221458666292732
469,0.7292785882304871,0.7292785882304871,0.7292785882304871
470,0.736411309831701,0.736411309831701,0.736411309831701
471,0.7431930020718162,0.7431930020718162,0.7431930020718162
472,0.7495846616884884,0.7495846616884884,0.7495846616884884
473,0.7559763213051606,0.7559763213051606,0.7559763213051606
474,0.762367980921833,0.762367980921833,0.762367980921833
475,0.7687596405385052,0.7687596405385052,0.7687596405385052
476,0.7751513001551774,0.7751513001551774,0.7751513001551774
477,0.7815429597718496,0.7815429597718496,0.7815429597718496
478,0.7879346193885218,0.7879346193885218,0.7879346193885218
479,0.7942508262655399,0.7942508262655399,0.7942508262655399
480,0.8004704536358007,0.8004704536358007,0.8004704536358007
481,0.8066900810060613,0.8066900810060613,0.8066900810060613
482,0.8129097083763221,0.8129097083763221,0.8129097083763221
483,0.8191293357465829,0.8191293357465829,0.8191293357465829
484,0.8253489631168437,0.8253489631168437,0.8253489631168437
485,0.8315685904871043,0.8315685904871043,0.8315685904871043
486,0.8377882178573651,0.8377882178573651,0.8377882178573651
487,0.8434151349373581,0.8434151349373581,0.8434151349373581
488,0.8481658715882593,0.8481658715882593,0.8481658715882593
489,0.8529166082391606,0.8529166082391606,0.8529166082391606
490,0.8576673448900619,0.8576673448900619,0.8576673448900619
491,0.8624180815409633,0.8624180815409633,0.8624180815409633
492,0.8671688181918645,0.8671688181918645,0.8671688181918645
