x,y
350,0.0031027925132619356
351,0.011034459315270535
352,0.018966126117279138
353,0.02853700405836952
354,0.041152131257754625
355,0.053767258457139734
356,0.06529839119358366
357,0.07636495487448137
358,0.0872823276798175
359,0.09536507384948341
360,0.10344782001914932
361,0.11414423924928661
362,0.12876116807013108
363,0.14337809689097547
364,0.16142263886554506
365,0.180609718558023
366,0.2002991371479615
367,0.22450960581504487
368,0.24872007448212827
369,0.2745282074621877
370,0.30228904126921785
371,0.330049875076248
372,0.3557862453566701
373,0.38101649975544033
374,0.4082863256175843
375,0.447113723105512
376,0.4859411205934399
377,0.5162136488877725
378,0.5379313079885104
379,0.5596489670892483
380,0.5830360532025993
381,0.6067177440828821
382,0.6288961952549748
383,0.6450616875943066
384,0.6612271799336386
385,0.6793245996868881
386,0.6990026873242522
387,0.7186807749616164
388,0.7378829625908601
389,0.7570322724414238
390,0.7758510961752371
391,0.7936784615587993
392,0.8115058269423615
393,0.8291292351795864
394,0.8466166719859195
395,0.8641041087922527
396,0.8759940550268828
397,0.8875893964945811
398,0.8987428308118817
399,0.9088651484449213
400,0.9189874660779608
401,0.9267774959727907
402,0.9333116786239692
403,0.9398458612751477
404,0.9484196153896999
405,0.9569933695042521
406,0.9639807902584024
407,0.9680221633432353
408,0.9720635364280683
409,0.9757612039514809
410,0.9793115690914277
411,0.9828354953420343
412,0.9858570826951804
413,0.9888786700483265
414,0.9920966605794271
415,0.9956092558774596
416,0.9991218511754919
417,1.0
418,1.0
419,0.999799819837854
420,0.9977980182163948
421,0.9957962165949354
422,0.9935564649694159
423,0.991025885561156
424,0.988495306152896
425,0.9843632854474688
426,0.9798309044177496
427,0.9750435769551087
428,0.9688115530392448
429,0.9625795291233809
430,0.957272866334418
431,0.952891564672356
432,0.9485102630102943
433,0.9405653767636155
434,0.9319916226490634
435,0.923485854249957
436,0.9152520287126338
437,0.9070182031753107
438,0.8972055982459686
439,0.8861012647231565
440,0.8749969312003445
441,0.8631447548076286
442,0.8512094847627015
443,0.839189232573467
444,0.8269140339513108
445,0.8146388353291546
446,0.8032701129129423
447,0.7925057079673594
448,0.7817413030217761
449,0.7666711360979598
450,0.7513743501226575
451,0.7363834998668612
452,0.7221064996232457
453,0.7078294993796301
454,0.6924477312600206
455,0.6764710881302605
456,0.6604944450005005
457,0.6438379447162823
458,0.6271814444320643
459,0.6071672052016625
460,0.5809171650712054
461,0.5546671249407483
462,0.5344451515798179
463,0.5168066354058273
464,0.49919266962908104
465,0.482045161399977
466,0.46489765317087267
467,0.44874726876830656
468,0.4340925701055478
469,0.419437871442789
470,0.4014122143891765
471,0.38226290453861284
472,0.3633628756446837
473,0.3467063753604656
474,0.3300498750762479
475,0.3118127069079152
476,0.29164361132566474
477,0.2714745157434143
478,0.2541154963995897
479,0.23745899611537158
480,0.22080249583115347
481,0.20414599554693535
482,0.18748949526271727
483,0.17462886409088935
484,0.16556410203145092
485,0.15649933997201249
486,0.14396730642483888
487,0.13082340143865315
488,0.11879748377313158
489,0.11124351539026624
490,0.10368954700740088
491,0.0958447508417952
492,0.08776200467212943
493,0.0796792585024635
494,0.0738740338002315
495,0.06832186703882547
496,0.06256196614689064
497,0.056178862863369414
498,0.04979575957984819
499,0.04382057058900171
500,0.03811732445993837
501,0.03241407833087514
502,0.027320815148728174
503,0.02225965633220839
504,0.017810368954700714
505,0.014788781601554574
506,0.011767194248408434
507,0.008082746169665847
508,0.0040413730848328855
509,0.0
